(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(109, 13, 'A', 689198, '96.85', '2013-1-29 9:16:4', 221, 0, 511, 'https://mega.nz/...'),
(109, 3, 'C', 534607, '75.50', '2014-11-3 3:49:47', 159, 5, 180, 'https://mega.nz/...'),
(109, 31, 'B', 628770, '87.80', '2012-12-14 4:7:56', 220, 15, 399, 'https://mega.nz/...'),
(109, 19, 'D', 474732, '66.75', '2015-4-26 17:16:31', 151, 63, 98, 'https://mega.nz/...'),
(109, 21, 'C', 522661, '74.18', '2010-10-18 14:52:11', 143, 1, 151, 'https://mega.nz/...'),
(109, 29, 'B', 599853, '85.26', '2016-10-13 13:4:55', 160, 22, 267, 'https://mega.nz/...'),
(109, 9, 'B', 619561, '89.18', '2012-10-15 3:20:30', 128, 10, 242, 'https://mega.nz/...'),
(109, 18, 'C', 493373, '70.66', '2014-1-15 3:52:40', 114, 50, 98, 'https://mega.nz/...'),
(185, 27, 'B', 614688, '86.80', '2016-10-17 20:54:13', 183, 4, 321, 'https://mega.nz/...'),
(185, 4, 'B', 656009, '91.98', '2015-8-16 0:35:0', 217, 8, 444, 'https://mega.nz/...'),
(167, 31, 'C', 579616, '80.87', '2016-12-10 4:16:22', 205, 8, 293, 'https://mega.nz/...'),
(167, 1, 'D', 499073, '68.96', '2015-1-9 2:19:44', 199, 10, 153, 'https://mega.nz/...'),
(5, 4, 'C', 543068, '76.47', '2013-8-16 16:6:25', 169, 9, 200, 'https://mega.nz/...'),
(5, 12, 'C', 551544, '78.34', '2014-3-21 22:21:29', 149, 13, 192, 'https://mega.nz/...'),
(5, 31, 'B', 638330, '90.47', '2015-7-9 11:57:51', 179, 17, 351, 'https://mega.nz/...'),
(5, 32, 'D', 483161, '69.12', '2011-12-2 14:47:3', 114, 29, 89, 'https://mega.nz/...'),
(5, 12, 'B', 595586, '85.43', '2014-6-9 8:23:19', 133, 28, 223, 'https://mega.nz/...'),
(5, 25, 'B', 608090, '86.47', '2010-6-26 20:28:15', 161, 10, 280, 'https://mega.nz/...'),
(5, 4, 'D', 479306, '67.40', '2012-1-16 10:55:20', 152, 45, 104, 'https://mega.nz/...'),
(5, 7, 'B', 629947, '91.19', '2013-3-21 1:42:13', 113, 10, 226, 'https://mega.nz/...'),
(5, 3, 'C', 538099, '75.09', '2014-11-13 21:3:21', 190, 46, 211, 'https://mega.nz/...'),
(9, 13, 'D', 456879, '67.92', '2010-6-10 10:55:21', 155, 16, 105, 'https://mega.nz/...'),
(9, 20, 'D', 445944, '67.42', '2012-9-23 0:12:3', 116, 18, 75, 'https://mega.nz/...'),
(9, 18, 'D', 461675, '69.17', '2015-6-8 3:49:36', 140, 0, 104, 'https://mega.nz/...'),
(9, 5, 'S', 641792, '99.01', '2012-9-9 11:17:37', 105, 2, 243, 'https://mega.nz/...'),
(9, 35, 'C', 499483, '73.57', '2012-3-29 13:4:25', 191, 9, 187, 'https://mega.nz/...'),
(9, 17, 'C', 541499, '81.04', '2010-4-14 18:57:29', 167, 22, 229, 'https://mega.nz/...'),
(9, 28, 'C', 525269, '78.26', '2013-3-12 5:53:33', 173, 31, 212, 'https://mega.nz/...'),
(114, 27, 'S', 637271, '97.97', '2014-7-4 17:24:38', 115, 1, 260, 'https://mega.nz/...'),
(114, 3, 'D', 457492, '66.94', '2016-12-6 23:40:32', 189, 61, 118, 'https://mega.nz/...'),
(114, 18, 'C', 522611, '79.52', '2010-11-18 12:29:28', 120, 18, 155, 'https://mega.nz/...'),
(114, 24, 'C', 476694, '70.57', '2015-5-10 22:46:32', 171, 25, 140, 'https://mega.nz/...'),
(114, 24, 'D', 478452, '69.90', '2011-11-17 0:34:8', 201, 13, 157, 'https://mega.nz/...'),
(114, 24, 'S', 644117, '98.81', '2014-4-9 16:31:48', 123, 2, 284, 'https://mega.nz/...'),
(114, 27, 'C', 500223, '74.90', '2012-5-7 23:23:37', 153, 21, 160, 'https://mega.nz/...'),
(114, 30, 'C', 502684, '74.02', '2010-5-3 16:4:12', 193, 2, 193, 'https://mega.nz/...'),
(114, 17, 'B', 574565, '87.43', '2011-9-26 1:7:20', 132, 1, 225, 'https://mega.nz/...'),
(120, 17, 'C', 489290, '74.11', '2011-4-26 22:10:47', 123, 13, 123, 'https://mega.nz/...'),
(120, 25, 'C', 513358, '78.14', '2014-6-20 15:55:37', 117, 44, 142, 'https://mega.nz/...'),
(120, 3, 'C', 536165, '80.76', '2011-4-16 9:30:57', 149, 16, 202, 'https://mega.nz/...'),
(169, 13, 'C', 559914, '84.87', '2013-5-9 2:25:15', 139, 24, 218, 'https://mega.nz/...'),
(169, 21, 'D', 470111, '69.75', '2013-10-5 20:43:3', 164, 4, 127, 'https://mega.nz/...'),
(169, 16, 'C', 524004, '78.76', '2014-10-22 5:3:42', 151, 35, 189, 'https://mega.nz/...'),
(169, 30, 'B', 575402, '86.60', '2013-10-26 9:42:52', 162, 19, 269, 'https://mega.nz/...'),
(169, 35, 'B', 582525, '86.91', '2012-3-27 23:27:53', 188, 27, 316, 'https://mega.nz/...'),
(169, 12, 'B', 580695, '86.87', '2015-5-19 0:50:32', 180, 26, 302, 'https://mega.nz/...'),
(169, 28, 'B', 573507, '86.62', '2016-6-5 13:48:15', 152, 20, 253, 'https://mega.nz/...'),
(169, 34, 'B', 571117, '85.47', '2011-11-17 18:0:55', 176, 21, 282, 'https://mega.nz/...'),
(169, 17, 'B', 560858, '85.40', '2014-10-9 2:3:29', 127, 15, 203, 'https://mega.nz/...'),
(169, 27, 'B', 606798, '92.44', '2013-6-4 0:40:36', 136, 6, 268, 'https://mega.nz/...'),
(169, 8, 'C', 518409, '78.41', '2016-10-26 23:44:29', 134, 11, 165, 'https://mega.nz/...'),
(169, 12, 'C', 538298, '82.44', '2014-10-21 7:11:10', 107, 30, 154, 'https://mega.nz/...'),
(169, 31, 'B', 585912, '88.12', '2016-10-14 9:54:25', 167, 17, 291, 'https://mega.nz/...'),
(169, 17, 'C', 500317, '73.77', '2013-11-27 18:49:40', 189, 53, 187, 'https://mega.nz/...'),
(169, 23, 'B', 623468, '93.22', '2013-10-12 2:12:8', 195, 6, 392, 'https://mega.nz/...'),
(87, 14, 'D', 446480, '68.05', '2010-12-23 8:59:53', 191, 51, 132, 'https://mega.nz/...'),
(87, 10, 'C', 503200, '79.23', '2012-1-29 3:25:41', 139, 20, 179, 'https://mega.nz/...'),
(87, 2, 'C', 457980, '70.56', '2013-11-22 20:15:37', 173, 42, 143, 'https://mega.nz/...'),
(87, 11, 'D', 448100, '69.15', '2014-8-7 13:22:16', 166, 32, 124, 'https://mega.nz/...'),
(87, 1, 'B', 539860, '85.71', '2014-9-2 23:21:23', 128, 21, 209, 'https://mega.nz/...'),
(87, 27, 'C', 505359, '80.13', '2013-7-1 7:16:13', 123, 23, 164, 'https://mega.nz/...'),
(187, 30, 'B', 577220, '92.74', '2014-2-4 16:34:1', 104, 3, 208, 'https://mega.nz/...'),
(187, 32, 'B', 560280, '86.98', '2011-10-21 15:25:15', 192, 2, 326, 'https://mega.nz/...'),
(187, 7, 'C', 500920, '77.52', '2016-5-23 14:36:24', 179, 16, 214, 'https://mega.nz/...'),
(187, 2, 'B', 571620, '91.67', '2011-11-28 15:51:58', 108, 0, 210, 'https://mega.nz/...'),
(187, 35, 'C', 486880, '77.11', '2014-4-17 9:4:6', 121, 26, 142, 'https://mega.nz/...'),
(187, 5, 'D', 441359, '67.13', '2016-1-8 0:4:36', 193, 11, 124, 'https://mega.nz/...'),
(187, 19, 'B', 573960, '91.99', '2013-4-27 17:2:8', 110, 11, 216, 'https://mega.nz/...'),
(187, 18, 'A', 590080, '94.18', '2010-3-26 21:41:30', 125, 8, 260, 'https://mega.nz/...'),
(187, 13, 'C', 536460, '84.31', '2014-10-27 3:28:50', 153, 18, 238, 'https://mega.nz/...'),
(80, 14, 'B', 553960, '88.53', '2014-8-15 0:38:45', 114, 9, 203, 'https://mega.nz/...'),
(80, 34, 'C', 481760, '74.36', '2012-6-22 17:48:7', 178, 29, 183, 'https://mega.nz/...'),
(80, 6, 'D', 442919, '68.79', '2013-9-7 0:44:21', 151, 21, 110, 'https://mega.nz/...'),
(80, 19, 'B', 540500, '86.35', '2012-6-12 6:18:26', 112, 22, 186, 'https://mega.nz/...'),
(80, 3, 'B', 602620, '93.94', '2013-4-12 13:53:28', 195, 5, 403, 'https://mega.nz/...'),
(80, 25, 'B', 577340, '92.52', '2013-6-2 0:52:40', 111, 12, 221, 'https://mega.nz/...'),
(80, 12, 'S', 622840, '99.31', '2011-5-11 9:51:14', 135, 1, 318, 'https://mega.nz/...'),
(80, 33, 'D', 447719, '68.35', '2013-7-22 18:39:10', 188, 54, 133, 'https://mega.nz/...'),
(80, 29, 'S', 623120, '99.15', '2014-12-25 14:10:41', 141, 0, 331, 'https://mega.nz/...'),
(133, 8, 'C', 494500, '79.05', '2010-2-9 17:20:32', 101, 21, 129, 'https://mega.nz/...'),
(133, 27, 'B', 545280, '86.01', '2013-2-16 4:8:2', 146, 19, 240, 'https://mega.nz/...'),
(133, 1, 'S', 613560, '97.66', '2012-9-7 9:38:33', 138, 3, 313, 'https://mega.nz/...'),
(133, 23, 'B', 572600, '91.43', '2013-9-19 11:50:9', 120, 5, 232, 'https://mega.nz/...'),
(133, 3, 'D', 441680, '67.68', '2014-1-7 21:59:54', 178, 54, 120, 'https://mega.nz/...'),
(133, 30, 'B', 582840, '90.57', '2013-11-28 18:3:21', 197, 1, 372, 'https://mega.nz/...'),
(133, 31, 'B', 564480, '90.28', '2014-4-24 7:16:26', 114, 16, 213, 'https://mega.nz/...'),
(80, 30, 'B', 547000, '86.13', '2015-12-26 13:26:22', 151, 27, 250, 'https://mega.nz/...'),
(80, 15, 'C', 517039, '79.54', '2011-6-6 20:50:57', 199, 35, 259, 'https://mega.nz/...'),
(80, 27, 'C', 467859, '73.38', '2011-7-3 5:12:49', 138, 22, 134, 'https://mega.nz/...'),
(80, 31, 'B', 538720, '85.42', '2014-7-6 13:21:19', 131, 7, 211, 'https://mega.nz/...'),
(80, 33, 'C', 514380, '81.16', '2014-9-16 15:53:52', 137, 18, 190, 'https://mega.nz/...'),
(80, 28, 'S', 632600, '99.50', '2010-10-5 18:34:5', 178, 0, 421, 'https://mega.nz/...'),
(80, 28, 'B', 572880, '91.31', '2013-2-24 4:23:10', 125, 2, 241, 'https://mega.nz/...'),
(19, 6, 'S', 638137, '97.51', '2011-12-20 10:2:10', 163, 1, 319, 'https://mega.nz/...'),
(19, 2, 'C', 485556, '72.55', '2010-12-2 6:0:29', 175, 20, 141, 'https://mega.nz/...'),
(50, 26, 'C', 530454, '79.69', '2010-4-9 0:0:3', 178, 13, 202, 'https://mega.nz/...'),
(50, 20, 'B', 606994, '93.88', '2016-11-13 10:21:3', 120, 4, 215, 'https://mega.nz/...'),
(50, 1, 'C', 488941, '74.58', '2010-6-9 18:15:23', 129, 32, 116, 'https://mega.nz/...'),
(50, 17, 'C', 484439, '72.76', '2012-11-16 11:45:55', 163, 27, 133, 'https://mega.nz/...'),
(50, 23, 'D', 449008, '67.09', '2015-10-6 14:36:19', 162, 10, 90, 'https://mega.nz/...'),
(51, 7, 'B', 607809, '91.95', '2011-6-7 13:52:11', 184, 11, 313, 'https://mega.nz/...'),
(51, 17, 'A', 635128, '96.90', '2013-10-2 3:42:19', 167, 3, 322, 'https://mega.nz/...'),
(51, 5, 'B', 587156, '90.27', '2012-8-4 2:12:3', 133, 6, 216, 'https://mega.nz/...'),
(51, 3, 'D', 466305, '69.65', '2014-2-15 3:5:21', 169, 47, 114, 'https://mega.nz/...'),
(51, 32, 'B', 575684, '87.07', '2014-8-8 20:16:8', 175, 17, 258, 'https://mega.nz/...'),
(51, 19, 'C', 533669, '82.33', '2016-9-13 1:51:56', 112, 17, 141, 'https://mega.nz/...'),
(51, 4, 'S', 659688, '99.76', '2014-3-17 22:4:48', 201, 0, 415, 'https://mega.nz/...'),
(51, 35, 'A', 620668, '95.37', '2015-5-28 10:15:33', 142, 6, 264, 'https://mega.nz/...'),
(51, 31, 'D', 449737, '68.75', '2012-10-5 3:50:4', 114, 11, 72, 'https://mega.nz/...'),
(20, 35, 'C', 469166, '71.56', '2014-2-11 9:42:25', 124, 16, 94, 'https://mega.nz/...'),
(20, 1, 'D', 443346, '67.17', '2016-11-14 1:19:52', 131, 44, 73, 'https://mega.nz/...'),
(7, 34, 'B', 564699, '85.33', '2013-3-16 5:20:37', 174, 22, 243, 'https://mega.nz/...'),
(7, 1, 'C', 556628, '84.61', '2016-2-3 1:32:13', 156, 28, 213, 'https://mega.nz/...'),
(7, 15, 'C', 521744, '79.83', '2010-9-21 12:17:6', 130, 30, 148, 'https://mega.nz/...'),
(7, 34, 'D', 451948, '67.85', '2011-4-8 21:14:5', 153, 44, 90, 'https://mega.nz/...'),
(7, 2, 'C', 495172, '73.30', '2011-9-3 12:19:8', 200, 41, 168, 'https://mega.nz/...'),
(7, 22, 'C', 490631, '74.72', '2015-7-1 17:40:29', 133, 51, 121, 'https://mega.nz/...'),
(7, 9, 'A', 620759, '95.71', '2012-5-9 8:36:6', 132, 7, 247, 'https://mega.nz/...'),
(7, 7, 'C', 494154, '74.26', '2013-9-24 11:44:55', 165, 34, 146, 'https://mega.nz/...'),
(174, 29, 'C', 503649, '75.85', '2010-5-8 13:58:40', 163, 40, 156, 'https://mega.nz/...'),
(174, 22, 'D', 444159, '67.05', '2014-6-29 12:50:28', 139, 21, 77, 'https://mega.nz/...'),
(174, 20, 'C', 517274, '79.69', '2011-9-1 3:23:4', 112, 32, 127, 'https://mega.nz/...'),
(174, 18, 'C', 515723, '77.64', '2012-1-10 14:43:39', 168, 27, 175, 'https://mega.nz/...'),
(174, 28, 'D', 465485, '69.64', '2011-5-9 15:26:27', 165, 37, 111, 'https://mega.nz/...'),
(174, 25, 'B', 566752, '86.92', '2013-10-19 10:43:54', 135, 5, 198, 'https://mega.nz/...'),
(174, 17, 'B', 563972, '86.63', '2013-1-9 0:48:26', 130, 5, 189, 'https://mega.nz/...'),
(162, 21, 'B', 1555360, '85.68', '2016-6-12 5:4:28', 490, 76, 321, 'https://mega.nz/...'),
(162, 4, 'C', 1275522, '71.55', '2011-11-1 2:59:26', 292, 131, 103, 'https://mega.nz/...'),
(162, 19, 'S', 1781283, '98.30', '2013-8-3 7:9:17', 546, 7, 504, 'https://mega.nz/...'),
(162, 9, 'B', 1578808, '87.47', '2014-6-3 4:3:25', 455, 22, 315, 'https://mega.nz/...'),
(41, 18, 'D', 1206275, '67.18', '2010-4-26 9:46:36', 318, 159, 82, 'https://mega.nz/...'),
(41, 26, 'B', 1685615, '92.57', '2016-10-11 4:51:19', 555, 36, 445, 'https://mega.nz/...'),
(41, 33, 'D', 1280888, '69.87', '2011-10-28 3:11:18', 462, 55, 146, 'https://mega.nz/...'),
(41, 14, 'C', 1510894, '83.80', '2010-6-9 21:17:43', 427, 48, 262, 'https://mega.nz/...'),
(121, 20, 'B', 1596211, '89.81', '2011-12-28 0:26:14', 343, 32, 254, 'https://mega.nz/...'),
(121, 30, 'C', 1315736, '72.95', '2011-10-18 21:57:57', 374, 39, 143, 'https://mega.nz/...'),
(121, 15, 'C', 1390806, '76.30', '2015-10-19 10:40:56', 465, 101, 211, 'https://mega.nz/...'),
(11, 13, 'C', 1330385, '72.58', '2011-8-25 17:52:10', 479, 6, 179, 'https://mega.nz/...'),
(11, 33, 'D', 1266182, '69.59', '2010-3-8 8:59:27', 412, 49, 128, 'https://mega.nz/...'),
(11, 21, 'C', 1303871, '70.43', '2014-6-6 8:0:16', 529, 62, 174, 'https://mega.nz/...'),
(11, 28, 'B', 1588445, '88.26', '2012-8-26 10:27:20', 436, 32, 309, 'https://mega.nz/...'),
(11, 16, 'D', 1254117, '68.37', '2015-6-11 20:51:2', 456, 23, 130, 'https://mega.nz/...'),
(11, 16, 'C', 1400625, '77.23', '2016-7-12 0:53:41', 435, 68, 206, 'https://mega.nz/...'),
(11, 32, 'B', 1638116, '90.31', '2015-7-3 10:24:29', 510, 10, 384, 'https://mega.nz/...'),
(137, 27, 'C', 1463562, '82.22', '2014-11-27 2:3:34', 325, 91, 188, 'https://mega.nz/...'),
(137, 35, 'C', 1448814, '80.11', '2012-5-27 17:33:52', 431, 35, 231, 'https://mega.nz/...'),
(137, 32, 'B', 1635018, '92.55', '2012-2-14 15:16:18', 304, 12, 243, 'https://mega.nz/...'),
(137, 17, 'S', 1780004, '98.46', '2013-4-4 21:32:17', 526, 4, 488, 'https://mega.nz/...'),
(137, 23, 'D', 1281589, '69.97', '2010-6-26 16:1:5', 457, 136, 146, 'https://mega.nz/...'),
(137, 32, 'C', 1499818, '84.81', '2016-1-6 3:42:32', 286, 76, 182, 'https://mega.nz/...'),
(150, 30, 'S', 1748312, '97.94', '2012-3-16 1:19:42', 353, 8, 331, 'https://mega.nz/...'),
(150, 6, 'C', 1468365, '80.45', '2015-12-8 11:36:23', 451, 49, 250, 'https://mega.nz/...'),
(150, 28, 'S', 1756171, '97.76', '2016-8-9 20:31:39', 408, 8, 381, 'https://mega.nz/...'),
(150, 23, 'A', 1740327, '96.73', '2011-12-19 3:55:49', 417, 13, 380, 'https://mega.nz/...'),
(150, 1, 'C', 1529664, '83.86', '2016-2-2 12:53:56', 466, 28, 293, 'https://mega.nz/...'),
(150, 6, 'S', 1796552, '99.23', '2010-3-16 2:8:55', 484, 1, 467, 'https://mega.nz/...'),
(150, 27, 'C', 1389675, '76.37', '2011-12-5 14:14:34', 407, 26, 190, 'https://mega.nz/...'),
(150, 7, 'A', 1712496, '94.74', '2014-1-18 16:24:15', 448, 27, 389, 'https://mega.nz/...'),
(150, 6, 'S', 1753267, '97.00', '2010-1-4 9:12:46', 458, 7, 420, 'https://mega.nz/...'),
(122, 8, 'C', 1415869, '76.84', '2015-6-22 17:14:31', 498, 81, 237, 'https://mega.nz/...'),
(122, 34, 'S', 1739915, '97.71', '2012-3-11 22:56:45', 331, 9, 308, 'https://mega.nz/...'),
(122, 13, 'A', 1708818, '94.09', '2013-8-19 21:6:9', 485, 10, 414, 'https://mega.nz/...'),
(122, 24, 'B', 1615574, '90.86', '2014-1-2 1:54:15', 296, 4, 231, 'https://mega.nz/...'),
(122, 34, 'B', 1554202, '86.46', '2010-2-7 16:43:32', 366, 65, 251, 'https://mega.nz/...'),
(122, 25, 'C', 1460190, '80.77', '2015-6-13 23:44:20', 383, 42, 215, 'https://mega.nz/...'),
(122, 28, 'C', 1407646, '78.61', '2014-9-16 10:59:18', 305, 105, 157, 'https://mega.nz/...'),
(122, 26, 'A', 1718341, '95.63', '2014-3-6 4:33:7', 401, 8, 356, 'https://mega.nz/...'),
(122, 16, 'B', 1624107, '89.44', '2015-4-24 2:58:52', 460, 59, 346, 'https://mega.nz/...'),
(92, 5, 'B', 1684333, '91.82', '2012-2-23 6:33:38', 557, 30, 448, 'https://mega.nz/...'),
(152, 15, 'B', 1573832, '86.35', '2010-2-9 15:32:18', 473, 30, 324, 'https://mega.nz/...'),
(152, 6, 'B', 1536814, '85.57', '2011-6-7 0:28:34', 355, 73, 237, 'https://mega.nz/...'),
(152, 31, 'C', 1523350, '83.87', '2011-11-9 8:52:26', 433, 92, 273, 'https://mega.nz/...'),
(152, 1, 'S', 1736114, '97.75', '2012-7-3 0:11:33', 308, 11, 287, 'https://mega.nz/...'),
(152, 12, 'A', 1721245, '96.50', '2014-5-20 7:4:11', 341, 3, 309, 'https://mega.nz/...'),
(152, 19, 'B', 1576117, '88.67', '2010-8-5 2:33:50', 286, 39, 210, 'https://mega.nz/...'),
(152, 16, 'D', 1258900, '70.00', '2015-11-27 22:37:53', 299, 119, 97, 'https://mega.nz/...'),
(185, 4, 'D', 1044997, '68.86', '2015-12-10 19:10:44', 422, 128, 134, 'https://mega.nz/...'),
(185, 20, 'S', 1446891, '98.96', '2016-8-22 9:27:34', 332, 1, 336, 'https://mega.nz/...'),
(185, 18, 'B', 1298434, '87.44', '2011-2-23 7:34:38', 393, 52, 293, 'https://mega.nz/...'),
(185, 1, 'C', 1184824, '79.64', '2014-2-17 13:42:43', 369, 79, 209, 'https://mega.nz/...'),
(185, 32, 'C', 1202162, '80.08', '2012-10-17 16:55:9', 425, 57, 245, 'https://mega.nz/...'),
(22, 22, 'D', 1019627, '69.45', '2014-12-7 11:48:50', 254, 110, 84, 'https://mega.nz/...'),
(22, 26, 'S', 1453109, '99.28', '2015-2-29 11:52:30', 341, 1, 348, 'https://mega.nz/...'),
(22, 24, 'S', 1441752, '97.62', '2013-9-6 4:18:9', 400, 0, 392, 'https://mega.nz/...'),
(22, 1, 'C', 1170728, '80.35', '2016-8-25 15:21:22', 249, 2, 145, 'https://mega.nz/...'),
(22, 29, 'D', 1005254, '68.38', '2015-5-22 11:49:11', 257, 60, 79, 'https://mega.nz/...'),
(22, 26, 'C', 1102206, '74.14', '2015-6-17 16:15:48', 340, 14, 149, 'https://mega.nz/...'),
(22, 6, 'D', 1010043, '67.53', '2016-9-1 13:16:5', 340, 2, 98, 'https://mega.nz/...'),
(22, 17, 'B', 1266540, '85.20', '2015-1-27 18:11:11', 390, 12, 271, 'https://mega.nz/...'),
(22, 6, 'C', 1100485, '74.30', '2010-3-12 5:12:24', 320, 13, 142, 'https://mega.nz/...'),
(60, 26, 'S', 1455142, '97.82', '2011-4-15 1:13:26', 453, 0, 447, 'https://mega.nz/...'),
(183, 21, 'D', 1054828, '69.31', '2014-3-22 14:27:6', 440, 124, 145, 'https://mega.nz/...'),
(89, 32, 'D', 998250, '66.86', '2012-11-22 21:48:2', 328, 29, 89, 'https://mega.nz/...'),
(89, 12, 'B', 1362165, '92.70', '2014-2-2 22:21:5', 345, 8, 299, 'https://mega.nz/...'),
(89, 1, 'B', 1384680, '92.92', '2016-10-8 12:7:58', 442, 11, 386, 'https://mega.nz/...'),
(89, 12, 'D', 1024286, '69.73', '2016-11-13 16:26:29', 258, 134, 87, 'https://mega.nz/...'),
(89, 1, 'C', 1156221, '76.50', '2010-12-13 0:19:19', 445, 27, 220, 'https://mega.nz/...'),
(89, 32, 'S', 1460655, '98.76', '2013-4-29 8:43:36', 415, 2, 418, 'https://mega.nz/...'),
(42, 11, 'B', 618090, '93.93', '2012-5-25 16:42:3', 202, 5, 382, 'https://mega.nz/...'),
(42, 34, 'C', 536023, '82.02', '2012-9-21 1:2:6', 158, 22, 207, 'https://mega.nz/...'),
(166, 10, 'C', 541370, '82.47', '2011-1-11 20:22:44', 171, 7, 228, 'https://mega.nz/...'),
(166, 27, 'C', 470034, '72.49', '2012-2-20 13:43:51', 121, 12, 102, 'https://mega.nz/...'),
(166, 8, 'C', 482748, '72.06', '2010-1-14 12:56:25', 198, 29, 164, 'https://mega.nz/...'),
(166, 28, 'D', 446419, '66.93', '2015-7-2 13:35:14', 174, 16, 100, 'https://mega.nz/...'),
(166, 22, 'D', 443505, '67.24', '2015-6-4 4:29:41', 150, 1, 89, 'https://mega.nz/...'),
(166, 4, 'C', 518249, '77.80', '2015-9-21 14:27:26', 199, 22, 220, 'https://mega.nz/...'),
(166, 2, 'C', 466049, '71.13', '2012-9-22 23:56:1', 143, 47, 112, 'https://mega.nz/...'),
(60, 16, 'C', 494700, '74.00', '2016-4-10 9:0:6', 198, 29, 182, 'https://mega.nz/...'),
(60, 34, 'B', 612488, '92.99', '2016-6-28 7:39:2', 203, 8, 374, 'https://mega.nz/...'),
(68, 21, 'C', 540215, '81.43', '2013-3-17 11:12:50', 197, 16, 253, 'https://mega.nz/...'),
(68, 8, 'D', 461542, '69.62', '2014-12-7 17:0:45', 167, 23, 118, 'https://mega.nz/...'),
(68, 28, 'C', 523188, '79.12', '2013-11-27 13:5:29', 183, 1, 214, 'https://mega.nz/...'),
(68, 18, 'B', 589201, '90.41', '2010-8-21 15:41:3', 166, 7, 285, 'https://mega.nz/...'),
(68, 28, 'C', 500310, '75.27', '2010-11-19 19:59:11', 187, 17, 184, 'https://mega.nz/...'),
(152, 5, 'B', 483428, '87.48', '2014-8-17 11:44:15', 134, 19, 251, 'https://mega.nz/...'),
(152, 8, 'C', 428855, '77.83', '2015-5-12 19:0:10', 113, 16, 149, 'https://mega.nz/...'),
(152, 24, 'S', 551024, '99.43', '2010-12-9 18:25:11', 160, 0, 411, 'https://mega.nz/...'),
(152, 27, 'S', 547885, '99.56', '2015-4-15 21:32:51', 141, 0, 363, 'https://mega.nz/...'),
(152, 30, 'A', 536208, '96.63', '2014-4-2 4:27:15', 159, 1, 382, 'https://mega.nz/...'),
(152, 14, 'B', 478324, '87.53', '2011-5-13 13:28:1', 107, 14, 201, 'https://mega.nz/...'),
(174, 8, 'C', 461941, '84.28', '2012-6-29 22:1:50', 110, 0, 186, 'https://mega.nz/...'),
(174, 35, 'C', 441126, '78.61', '2010-1-17 23:42:56', 154, 16, 210, 'https://mega.nz/...'),
(174, 2, 'C', 449964, '82.87', '2010-4-29 2:17:8', 87, 7, 140, 'https://mega.nz/...'),
(157, 19, 'A', 521387, '95.25', '2011-12-24 10:39:35', 121, 7, 281, 'https://mega.nz/...'),
(157, 32, 'C', 432964, '76.35', '2016-4-15 11:32:51', 172, 15, 212, 'https://mega.nz/...'),
(157, 18, 'A', 527590, '96.40', '2013-2-12 7:37:56', 122, 5, 291, 'https://mega.nz/...'),
(157, 2, 'C', 395914, '70.67', '2011-7-8 13:0:41', 135, 51, 122, 'https://mega.nz/...'),
(157, 22, 'D', 378818, '66.98', '2015-3-6 2:36:8', 146, 37, 101, 'https://mega.nz/...'),
(157, 20, 'S', 531151, '98.04', '2014-11-15 6:24:31', 97, 2, 241, 'https://mega.nz/...'),
(157, 33, 'D', 367757, '66.85', '2016-5-1 14:16:57', 94, 9, 64, 'https://mega.nz/...'),
(157, 16, 'S', 537151, '97.96', '2015-4-28 14:18:47', 129, 3, 320, 'https://mega.nz/...'),
(157, 17, 'D', 385699, '68.03', '2016-11-15 11:56:59', 153, 2, 115, 'https://mega.nz/...'),
(152, 23, 'C', 435830, '78.55', '2014-3-4 8:6:23', 129, 20, 175, 'https://mega.nz/...'),
(152, 28, 'B', 475939, '86.92', '2012-9-19 5:50:44', 111, 8, 204, 'https://mega.nz/...'),
(152, 15, 'C', 409257, '71.93', '2011-2-19 17:27:23', 169, 11, 165, 'https://mega.nz/...'),
(152, 9, 'A', 518977, '94.59', '2016-12-17 23:16:18', 126, 7, 288, 'https://mega.nz/...'),
(152, 3, 'C', 445017, '80.16', '2016-4-1 3:36:5', 133, 18, 193, 'https://mega.nz/...'),
(165, 16, 'S', 544133, '97.88', '2013-1-7 10:0:45', 166, 2, 411, 'https://mega.nz/...'),
(165, 24, 'A', 521850, '96.14', '2012-4-2 9:29:37', 100, 3, 237, 'https://mega.nz/...'),
(165, 33, 'C', 390567, '70.91', '2012-6-12 16:14:17', 102, 33, 93, 'https://mega.nz/...'),
(165, 31, 'A', 519665, '94.92', '2013-11-17 1:8:59', 121, 2, 279, 'https://mega.nz/...'),
(165, 20, 'C', 423335, '75.31', '2015-6-7 23:12:37', 151, 1, 177, 'https://mega.nz/...'),
(165, 20, 'B', 499794, '91.11', '2010-2-9 4:29:3', 121, 0, 252, 'https://mega.nz/...'),
(9, 35, 'B', 505120, '92.74', '2013-4-7 14:57:18', 105, 11, 229, 'https://mega.nz/...'),
(9, 5, 'B', 503457, '92.16', '2013-9-12 22:15:41', 112, 2, 240, 'https://mega.nz/...'),
(9, 5, 'C', 390881, '71.20', '2013-7-20 12:44:41', 96, 50, 89, 'https://mega.nz/...'),
(9, 8, 'C', 386556, '70.11', '2014-6-28 2:31:17', 103, 51, 89, 'https://mega.nz/...'),
